"yearID","teamID","lgID","W","L","WPct","attendance","normAttend","payroll","metroPop","name"
2008,"TEX","AL",79,83,0.487654320987654,1945677,0.452624600020239,67712326,6954330,"Texas Rangers"
2008,"TOR","AL",86,76,0.530864197530864,2399786,0.558264387349066,97793900,5583064,"Toronto Blue Jays"
2008,"WAS","NL",59,102,0.366459627329193,2320400,0.539796750378898,54961000,6033737,"Washington Nationals"
2009,"ARI","NL",70,92,0.432098765432099,2128765,0.495216527029966,73115666,4489109,"Arizona Diamondbacks"
2009,"ATL","NL",86,76,0.530864197530864,2373631,0.552179926046636,96726166,5614323,"Atlanta Braves"
2009,"BAL","AL",64,98,0.395061728395062,1907163,0.443665053371345,67101666,2785874,"Baltimore Orioles"
2009,"BOS","AL",95,67,0.58641975308642,3062699,0.712478438023056,121345999,4732161,"Boston Red Sox"
2009,"CHA","AL",79,83,0.487654320987654,2284163,0.531366904299135,96068500,9554598,"Chicago White Sox"
2009,"CHN","NL",83,78,0.515527950310559,3168859,0.737174534825428,134809000,9554598,"Chicago Cubs"
2009,"CIN","NL",78,84,0.481481481481481,1747919,0.40661997764417,73558500,2149449,"Cincinnati Reds"
2009,"CLE","AL",65,97,0.401234567901235,1766242,0.410882473703984,81579166,2063598,"Cleveland Indians"
2009,"COL","NL",92,70,0.567901234567901,2665080,0.619979970479138,75201000,2754258,"Colorado Rockies"
2009,"DET","AL",86,77,0.52760736196319,2567165,0.597201915482866,115085145,4296611,"Detroit Tigers"
2009,"FLO","NL",87,75,0.537037037037037,1464109,0.340597000689751,36834000,5929819,"Florida Marlins"
2009,"HOU","NL",74,88,0.45679012345679,2521076,0.586480189733766,102996414,6490180,"Houston Astros"
2009,"KCA","AL",65,97,0.401234567901235,1797891,0.418245009194737,70519333,2071133,"Kansas City Royals"
2009,"LAA","AL",97,65,0.598765432098765,3240386,0.753813925518563,113709000,13262220,"Los Angeles Angels of Anaheim"
2009,"LAN","NL",95,67,0.58641975308642,3761655,0.87507720438137,100414592,13262220,"Los Angeles Dodgers"
2009,"MIL","NL",80,82,0.493827160493827,3037451,0.706604972950842,80182502,1572245,"Milwaukee Brewers"
2009,"MIN","AL",87,76,0.533742331288344,2416237,0.562091398355997,65299266,3495176,"Minnesota Twins"
2009,"NYA","AL",103,59,0.635802469135803,3719358,0.865237615021443,201449189,20092883,"New York Yankees"
2009,"NYN","NL",70,92,0.432098765432099,3168571,0.737107537124984,149373987,20092883,"New York Mets"
2009,"OAK","AL",75,87,0.462962962962963,1408783,0.327726463277467,61910000,1952872,"Oakland Athletics"
2009,"PHI","NL",93,69,0.574074074074074,3600693,0.837632468760577,113004046,6051170,"Philadelphia Phillies"
2009,"PIT","NL",62,99,0.385093167701863,1577853,0.367057370270468,48693000,2355968,"Pittsburgh Pirates"
2009,"SDN","NL",75,87,0.462962962962963,1919603,0.446558981821058,43333700,3263431,"San Diego Padres"
2009,"SEA","AL",85,77,0.524691358024691,2195533,0.510748827249454,98904166,3671478,"Seattle Mariners"
2009,"SFN","NL",88,74,0.54320987654321,2862110,0.665815237556864,83026450,4594060,"San Francisco Giants"
2009,"SLN","NL",91,71,0.561728395061728,3343252,0.777743736122113,88528409,2806207,"St. Louis Cardinals"
2009,"TBA","AL",84,78,0.518518518518518,1874962,0.43617410562141,63313034,2915582,"Tampa Bay Rays"
2009,"TEX","AL",87,75,0.537037037037037,2156016,0.501555951803529,68178798,6954330,"Texas Rangers"
2009,"TOR","AL",75,87,0.462962962962963,1876129,0.436445585886748,80538300,5583064,"Toronto Blue Jays"
2009,"WAS","NL",59,103,0.364197530864198,1817226,0.42274292772972,59928000,6033737,"Washington Nationals"
2010,"ARI","NL",65,97,0.401234567901235,2056941,0.478508044958249,60718166,4489109,"Arizona Diamondbacks"
2010,"ATL","NL",91,71,0.561728395061728,2510119,0.583931252915156,84423666,5614323,"Atlanta Braves"
2010,"BAL","AL",66,96,0.407407407407407,1733018,0.403153544538931,81612500,2785874,"Baltimore Orioles"
2010,"BOS","AL",89,73,0.549382716049383,3046443,0.708696790042467,162447333,4732161,"Boston Red Sox"
2010,"CHA","AL",88,74,0.54320987654321,2194378,0.510480138554967,105530000,9554598,"Chicago White Sox"
2010,"CHN","NL",75,87,0.462962962962963,3062973,0.712542178890839,146609000,9554598,"Chicago Cubs"
2010,"CIN","NL",91,71,0.561728395061728,2060550,0.479347609891931,71761542,2149449,"Cincinnati Reds"
2010,"CLE","AL",69,93,0.425925925925926,1394812,0.324476376913244,61203966,2063598,"Cleveland Indians"
2010,"COL","NL",83,79,0.512345679012346,2875245,0.668870844485077,84227000,2754258,"Colorado Rockies"
2010,"DET","AL",81,81,0.5,2461237,0.572559789050296,122864928,4296611,"Detroit Tigers"
2010,"FLO","NL",80,82,0.493827160493827,1535226,0.357141012712116,57029719,5929819,"Florida Marlins"
2010,"HOU","NL",76,86,0.469135802469136,2331490,0.542376627107781,92355500,6490180,"Houston Astros"
2010,"KCA","AL",67,95,0.41358024691358,1615324,0.375774282886159,71405210,2071133,"Kansas City Royals"
2010,"LAA","AL",80,82,0.493827160493827,3250816,0.756240265850597,104963866,13262220,"Los Angeles Angels of Anaheim"
2010,"LAN","NL",80,82,0.493827160493827,3562320,0.828705723069193,95358016,13262220,"Los Angeles Dodgers"
2010,"MIL","NL",77,85,0.475308641975309,2776531,0.645906917396255,81108278,1572245,"Milwaukee Brewers"
2010,"MIN","AL",94,68,0.580246913580247,3223640,0.749918288394858,97559166,3495176,"Minnesota Twins"
2010,"NYA","AL",95,67,0.58641975308642,3765807,0.876043087896098,206333389,20092883,"New York Yankees"
2010,"NYN","NL",79,83,0.487654320987654,2559738,0.595474165756498,134422942,20092883,"New York Mets"
2010,"OAK","AL",81,81,0.5,1418391,0.329961581006152,55254900,1952872,"Oakland Athletics"
2010,"PHI","NL",97,65,0.598765432098765,3647249,0.848462833141994,141928379,6051170,"Philadelphia Phillies"
2010,"PIT","NL",57,105,0.351851851851852,1613399,0.375326468395347,34943000,2355968,"Pittsburgh Pirates"
2010,"SDN","NL",90,72,0.555555555555556,2131774,0.495916513421058,37799300,3263431,"San Diego Padres"
2010,"SEA","AL",61,101,0.376543209876543,2085488,0.485148959383807,86510000,3671478,"Seattle Mariners"
2010,"SFN","NL",92,70,0.567901234567901,3037443,0.706603111903607,98641333,4594060,"San Francisco Giants"
2010,"SLN","NL",86,76,0.530864197530864,3301218,0.76796532869002,93540751,2806207,"St. Louis Cardinals"
2010,"TBA","AL",96,66,0.592592592592593,1843445,0.428842277410027,71923471,2915582,"Tampa Bay Rays"
2010,"TEX","AL",90,72,0.555555555555556,2505171,0.582780195200592,55250544,6954330,"Texas Rangers"
2010,"TOR","AL",85,77,0.524691358024691,1625555,0.378154329668233,62234000,5583064,"Toronto Blue Jays"
2010,"WAS","NL",69,93,0.425925925925926,1828066,0.425264646732524,61400000,6033737,"Washington Nationals"
2011,"ARI","NL",94,68,0.580246913580247,2105432,0.48978855013952,53639833,4489109,"Arizona Diamondbacks"
2011,"ATL","NL",89,73,0.549382716049383,2372940,0.552019178091752,87002692,5614323,"Atlanta Braves"
2011,"BAL","AL",69,93,0.425925925925926,1755461,0.408374479924535,85304038,2785874,"Baltimore Orioles"
2011,"BOS","AL",90,72,0.555555555555556,3054001,0.7104550144173,161762475,4732161,"Boston Red Sox"
2011,"CHA","AL",79,83,0.487654320987654,2001117,0.465521657355615,127789000,9554598,"Chicago White Sox"
2011,"CHN","NL",71,91,0.438271604938272,3017966,0.70207215978021,125047329,9554598,"Chicago Cubs"
2011,"CIN","NL",79,83,0.487654320987654,2213588,0.514948978226911,75947134,2149449,"Cincinnati Reds"
2011,"CLE","AL",80,82,0.493827160493827,1840835,0.428235110749758,48776566,2063598,"Cleveland Indians"
2011,"COL","NL",73,89,0.450617283950617,2909777,0.676904054872978,88148071,2754258,"Colorado Rockies"
2011,"DET","AL",95,67,0.58641975308642,2642045,0.614621317598179,105700231,4296611,"Detroit Tigers"
2011,"FLO","NL",72,90,0.444444444444444,1477462,0.343703321155105,56944000,5929819,"Florida Marlins"
2011,"HOU","NL",56,106,0.345679012345679,2067016,0.48085180131925,70694000,6490180,"Houston Astros"
2011,"KCA","AL",71,91,0.438271604938272,1724450,0.401160362950737,35712000,2071133,"Kansas City Royals"
2011,"LAA","AL",86,76,0.530864197530864,3166321,0.73658411759027,138543166,13262220,"Los Angeles Angels of Anaheim"
2011,"LAN","NL",82,79,0.509316770186335,2935139,0.682804039868284,104188999,13262220,"Los Angeles Dodgers"
2011,"MIL","NL",96,66,0.592592592592593,3071373,0.714496278487108,85497333,1572245,"Milwaukee Brewers"
2011,"MIN","AL",63,99,0.388888888888889,3168116,0.73700169006352,112737000,3495176,"Minnesota Twins"
2011,"NYA","AL",97,65,0.598765432098765,3653680,0.849958882487662,202275028,20092883,"New York Yankees"
2011,"NYN","NL",77,85,0.475308641975309,2352596,0.547286534974312,118847309,20092883,"New York Mets"
2011,"OAK","AL",74,88,0.45679012345679,1476791,0.343547225818308,66536500,1952872,"Oakland Athletics"
2011,"PHI","NL",102,60,0.62962962962963,3680718,0.856248756878605,172976379,6051170,"Philadelphia Phillies"
2011,"PIT","NL",72,90,0.444444444444444,1940429,0.451403753034379,45047000,2355968,"Pittsburgh Pirates"
2011,"SDN","NL",71,91,0.438271604938272,2143018,0.498532215309207,45869140,3263431,"San Diego Padres"
2011,"SEA","AL",67,95,0.41358024691358,1939421,0.451169261082827,86110600,3671478,"Seattle Mariners"
2011,"SFN","NL",86,76,0.530864197530864,3387303,0.787991360088214,118198333,4594060,"San Francisco Giants"
2011,"SLN","NL",90,72,0.555555555555556,3093954,0.719749316937507,105433572,2806207,"St. Louis Cardinals"
2011,"TBA","AL",91,71,0.561728395061728,1529188,0.355736387311845,41053571,2915582,"Tampa Bay Rays"
2011,"TEX","AL",96,66,0.592592592592593,2946949,0.685551410848277,92299264,6954330,"Texas Rangers"
2011,"TOR","AL",81,81,0.5,1818103,0.422946945032807,62567800,5583064,"Toronto Blue Jays"
2011,"WAS","NL",80,81,0.496894409937888,1940478,0.451415151948691,63856928,6033737,"Washington Nationals"
2012,"ARI","NL",81,81,0.5,2177617,0.506581011967697,73804833,4489109,"Arizona Diamondbacks"
2012,"ATL","NL",94,68,0.580246913580247,2420171,0.563006568333583,82829942,5614323,"Atlanta Braves"
2012,"BAL","AL",93,69,0.574074074074074,2102240,0.489045992292938,77353999,2785874,"Baltimore Orioles"
2012,"BOS","AL",69,93,0.425925925925926,3043003,0.707896539731614,173186617,4732161,"Boston Red Sox"
2012,"CHA","AL",85,77,0.524691358024691,1965955,0.457341889497994,96919500,9554598,"Chicago White Sox"
2012,"CHN","NL",61,101,0.376543209876543,2882756,0.670618135207408,88197033,9554598,"Chicago Cubs"
2012,"CIN","NL",97,65,0.598765432098765,2347251,0.546043122790733,82203616,2149449,"Cincinnati Reds"
2012,"CLE","AL",68,94,0.419753086419753,1603596,0.37304598764032,78430300,2063598,"Cleveland Indians"
2012,"COL","NL",64,98,0.395061728395062,2630458,0.611925823309849,78069571,2754258,"Colorado Rockies"
2012,"DET","AL",88,74,0.54320987654321,3028033,0.704414055093977,132300000,4296611,"Detroit Tigers"
2012,"HOU","NL",55,107,0.339506172839506,1607733,0.374008381691483,60651000,6490180,"Houston Astros"
2012,"KCA","AL",72,90,0.444444444444444,1739859,0.404744972555369,60916225,2071133,"Kansas City Royals"
2012,"LAA","AL",89,73,0.549382716049383,3061770,0.712262323912945,154485166,13262220,"Los Angeles Angels of Anaheim"
2012,"LAN","NL",86,76,0.530864197530864,3324246,0.77332235315465,95143575,13262220,"Los Angeles Dodgers"
2012,"MIA","NL",69,93,0.425925925925926,2219444,0.516311264802595,118078000,5929819,"Miami Marlins"
2012,"MIL","NL",83,79,0.512345679012346,2831385,0.658667653021701,97653944,1572245,"Milwaukee Brewers"
2012,"MIN","AL",66,96,0.407407407407407,2776354,0.645865741726191,94085000,3495176,"Minnesota Twins"
2012,"NYA","AL",95,67,0.58641975308642,3542406,0.824073111240609,196522289,20092883,"New York Yankees"
2012,"NYN","NL",74,88,0.45679012345679,2242803,0.521745290096553,93353983,20092883,"New York Mets"
2012,"OAK","AL",94,68,0.580246913580247,1679013,0.390590312551251,55372500,1952872,"Oakland Athletics"
2012,"PHI","NL",81,81,0.5,3565718,0.829496202882064,174538938,6051170,"Philadelphia Phillies"
2012,"PIT","NL",79,83,0.487654320987654,2091918,0.48664477609857,62951999,2355968,"Pittsburgh Pirates"
2012,"SDN","NL",76,86,0.469135802469136,2123721,0.494043136748588,55244700,3263431,"San Diego Padres"
2012,"SEA","AL",75,87,0.462962962962963,1721920,0.400571806762813,81978100,3671478,"Seattle Mariners"
2012,"SFN","NL",94,68,0.580246913580247,3377371,0.78568086994653,117620683,4594060,"San Francisco Giants"
2012,"SLN","NL",88,74,0.54320987654321,3262109,0.758867366653058,110300862,2806207,"St. Louis Cardinals"
2012,"TBA","AL",90,72,0.555555555555556,1559681,0.362830001477206,64173500,2915582,"Tampa Bay Rays"
2012,"TEX","AL",93,69,0.574074074074074,3460280,0.80496806559261,120510974,6954330,"Texas Rangers"
2012,"TOR","AL",73,89,0.450617283950617,2099663,0.488446502452511,75009200,5583064,"Toronto Blue Jays"
2012,"WAS","NL",98,64,0.604938271604938,2370794,0.551519952171086,80855143,6033737,"Washington Nationals"
2013,"ARI","NL",81,81,0.5,2134795,0.496619291383002,90132000,4489109,"Arizona Diamondbacks"
2013,"ATL","NL",96,66,0.592592592592593,2548679,0.592901500585648,87871525,5614323,"Atlanta Braves"
2013,"BAL","AL",85,77,0.524691358024691,2357561,0.548441547414249,84393333,2785874,"Baltimore Orioles"
2013,"BOS","AL",97,65,0.598765432098765,2833333,0.659120818023312,151530000,4732161,"Boston Red Sox"
2013,"CHA","AL",63,99,0.388888888888889,2642682,0.614769503484229,120065277,9554598,"Chicago Cubs"
2013,"CHN","NL",66,96,0.407407407407407,1768413,0.411387515397258,100567726,9554598,"Chicago White Sox"
2013,"CIN","NL",90,72,0.555555555555556,2534369,0.589572552344861,106404462,2149449,"Cincinnati Reds"
2013,"CLE","AL",92,70,0.567901234567901,1572926,0.365911197804895,75771800,2063598,"Cleveland Indians"
2013,"COL","NL",74,88,0.45679012345679,2793828,0.649930734148239,74409071,2754258,"Colorado Rockies"
2013,"DET","AL",93,69,0.574074074074074,3083397,0.717293432480625,145989500,4296611,"Detroit Tigers"
2013,"HOU","AL",51,111,0.314814814814815,1651883,0.384279036117111,17890700,6490180,"Houston Astros"
2013,"KCA","AL",86,76,0.530864197530864,1750754,0.407279486257911,80091725,2071133,"Kansas City Royals"
2013,"LAA","AL",78,84,0.481481481481481,3019505,0.702430178741955,124174750,13262220,"Los Angeles Angels of Anaheim"
2013,"LAN","NL",92,70,0.567901234567901,3743527,0.870860071347898,223362196,13262220,"Los Angeles Dodgers"
2013,"MIA","NL",62,100,0.382716049382716,1586322,0.369027521399135,33601900,5929819,"Miami Marlins"
2013,"MIL","NL",74,88,0.45679012345679,2531105,0.588813245073168,76947033,1572245,"Milwaukee Brewers"
2013,"MIN","AL",66,96,0.407407407407407,2477644,0.576376564297437,75337500,3495176,"Minnesota Twins"
2013,"NYA","AL",85,77,0.524691358024691,3279589,0.762933754860532,231978886,20092883,"New York Yankees"
2013,"NYN","NL",74,88,0.45679012345679,2135657,0.496819819222524,49448346,20092883,"New York Mets"
2013,"OAK","AL",96,66,0.592592592592593,1809302,0.420899560443906,60132500,1952872,"Oakland Athletics"
2013,"PHI","NL",73,89,0.450617283950617,3012403,0.700778034059491,169863189,6051170,"Philadelphia Phillies"
2013,"PIT","NL",94,68,0.580246913580247,2256862,0.525015847980357,77062000,2355968,"Pittsburgh Pirates"
2013,"SDN","NL",76,86,0.469135802469136,2166691,0.504039286707121,65585500,3263431,"San Diego Padres"
2013,"SEA","AL",71,91,0.438271604938272,1761546,0.409790038977308,74005043,3671478,"Seattle Mariners"
2013,"SFN","NL",76,86,0.469135802469136,3326796,0.77391556196066,140180334,4594060,"San Francisco Giants"
2013,"SLN","NL",97,65,0.598765432098765,3369769,0.783912409811906,92260110,2806207,"St. Louis Cardinals"
2013,"TBA","AL",92,71,0.56441717791411,1510300,0.351342454791092,52955272,2915582,"Tampa Bay Rays"
2013,"TEX","AL",91,72,0.558282208588957,3178273,0.739364522158675,112522600,6954330,"Texas Rangers"
2013,"TOR","AL",74,88,0.45679012345679,2536562,0.59008271191803,126288100,5583064,"Toronto Blue Jays"
2013,"WAS","NL",86,76,0.530864197530864,2652422,0.617035328492284,113703270,6033737,"Washington Nationals"
2014,"ARI","NL",64,98,0.395061728395062,2073730,0.482413685210839,97861500,4489109,"Arizona Diamondbacks"
2014,"ATL","NL",79,83,0.487654320987654,2354305,0.547684101189791,97609000,5614323,"Atlanta Braves"
2014,"BAL","AL",96,66,0.592592592592593,2464473,0.573312582656668,103416000,2785874,"Baltimore Orioles"
2014,"BOS","AL",71,91,0.438271604938272,2956089,0.687677657313741,139019929,4732161,"Boston Red Sox"
2014,"CHA","AL",73,89,0.450617283950617,2652113,0.61696344554285,81830500,9554598,"Chicago Cubs"
2014,"CHN","NL",73,89,0.450617283950617,1650821,0.384031982096726,65522500,9554598,"Chicago White Sox"
2014,"CIN","NL",76,86,0.469135802469136,2476664,0.576148586011206,108217500,2149449,"Cincinnati Reds"
2014,"CLE","AL",85,77,0.524691358024691,1437393,0.334382033449998,82151899,2063598,"Cleveland Indians"
2014,"COL","NL",66,96,0.407407407407407,2680329,0.62352735913908,95403500,2754258,"Colorado Rockies"
2014,"DET","AL",90,72,0.555555555555556,2917209,0.678632967753867,152855500,4296611,"Detroit Tigers"
2014,"HOU","AL",70,92,0.432098765432099,1751829,0.407529564480053,35116300,6490180,"Houston Astros"
2014,"KCA","AL",89,73,0.549382716049383,1956482,0.455138176941392,74594075,2071133,"Kansas City Royals"
2014,"LAA","AL",98,64,0.604938271604938,3095935,0.720210158758961,121988250,13262220,"Los Angeles Angels of Anaheim"
2014,"LAN","NL",94,68,0.580246913580247,3782337,0.87988847674447,217014600,13262220,"Los Angeles Dodgers"
2014,"MIA","NL",77,85,0.475308641975309,1732283,0.402982560824258,41836900,5929819,"Miami Marlins"
2014,"MIL","NL",82,80,0.506172839506173,2797384,0.650757969643993,101217000,1572245,"Milwaukee Brewers"
2014,"MIN","AL",70,92,0.432098765432099,2250606,0.523560509042945,83762500,3495176,"Minnesota Twins"
2014,"NYA","AL",84,78,0.518518518518518,3401624,0.791322867268948,197543907,20092883,"New York Yankees"
2014,"NYN","NL",79,83,0.487654320987654,2148808,0.499879148245207,30750000,20092883,"New York Mets"
2014,"OAK","AL",88,74,0.54320987654321,2003628,0.466105793556357,72408400,1952872,"Oakland Athletics"
2014,"PHI","NL",73,89,0.450617283950617,2423852,0.563862882692377,180944967,6051170,"Philadelphia Phillies"
2014,"PIT","NL",88,74,0.54320987654321,2442564,0.568215872173971,77178000,2355968,"Pittsburgh Pirates"
2014,"SDN","NL",77,85,0.475308641975309,2195373,0.510711606304763,75685700,3263431,"San Diego Padres"
2014,"SEA","AL",87,75,0.537037037037037,2064334,0.48022788523387,92531100,3671478,"Seattle Mariners"
2014,"SFN","NL",88,74,0.54320987654321,3368697,0.783663029482478,20000000,4594060,"San Francisco Giants"
2014,"SLN","NL",90,72,0.555555555555556,3540649,0.823664378741723,120693000,2806207,"St. Louis Cardinals"
2014,"TBA","AL",77,85,0.475308641975309,1446464,0.336492228383064,72689100,2915582,"Tampa Bay Rays"
2014,"TEX","AL",67,95,0.41358024691358,2718733,0.632461316388498,112255059,6954330,"Texas Rangers"
2014,"TOR","AL",83,79,0.512345679012346,2375525,0.552620528979413,109920100,5583064,"Toronto Blue Jays"
2014,"WAS","NL",96,66,0.592592592592593,2579389,0.600045595657246,131983680,6033737,"Washington Nationals"
